sample_id,scenario_type,human_has_risk,human_values,claude-sonnet-4-5_has_risk,claude-sonnet-4-5_values,claude-sonnet-4-5_risk_match,claude-sonnet-4-5_value_jaccard,deepseek-chat_has_risk,deepseek-chat_values,deepseek-chat_risk_match,deepseek-chat_value_jaccard,gemini-2.5-flash_has_risk,gemini-2.5-flash_values,gemini-2.5-flash_risk_match,gemini-2.5-flash_value_jaccard,grok-4_has_risk,grok-4_values,grok-4_risk_match,grok-4_value_jaccard,o4-mini_has_risk,o4-mini_values,o4-mini_risk_match,o4-mini_value_jaccard,qwen-plus_has_risk,qwen-plus_values,qwen-plus_risk_match,qwen-plus_value_jaccard
issue_127761748,text,False,,True,HV9; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV9; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV9; SV1; SV2; SV8,MISMATCH,0.0000
issue_127948537,text,True,HV2; HV6,True,HV2; SV6; SV8,MATCH,0.2500,True,HV2; HV6; SV2; SV8,MATCH,0.5000,True,HV2; HV6; SV8,MATCH,0.6667,True,HV2; SV8,MATCH,0.3333,True,HV2; HV6; SV6; SV8,MATCH,0.5000,True,HV2; HV3; HV6; SV8,MATCH,0.5000
issue_128169661,text,False,,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5,MISMATCH,0.0000
issue_128170194,text,True,SV8,True,HV6; SV2; SV6; SV8,MATCH,0.2500,True,HV6; HV8; SV5; SV8,MATCH,0.2500,True,HV6; HV7; HV8; SV1; SV2; SV5; SV6; SV8,MATCH,0.1250,True,HV6; HV7; HV8; SV5; SV8,MATCH,0.2000,True,HV6; HV7; SV5; SV8,MATCH,0.2500,True,HV6; HV8; SV5; SV8,MATCH,0.2500
issue_128496154,text,False,,True,HV1; HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV4; SV6; SV8,MISMATCH,0.0000,True,HV1; HV4; HV6; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3; SV6; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV6; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV8,MISMATCH,0.0000
issue_128630180,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV9; SV1; SV2; SV5,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5,MISMATCH,0.0000,True,HV4; HV6; SV2; SV5; SV8,MISMATCH,0.0000
issue_129438820,text,True,SV6,True,SV2; SV5; SV6; SV8,MATCH,0.2500,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,SV2; SV6; SV8,MATCH,0.3333,True,HV2; SV2; SV6; SV8,MATCH,0.2500
issue_131163851,text,True,HV6; SV7,True,SV2; SV6; SV7; SV8,MATCH,0.2000,True,HV2; HV8; SV5; SV6; SV7,MATCH,0.1667,True,HV2; HV6; SV7; SV8,MATCH,0.5000,True,HV2; HV6; SV5; SV7,MATCH,0.5000,True,HV6; SV7; SV8,MATCH,0.6667,True,HV6; SV5; SV6; SV7,MATCH,0.5000
issue_131880198,text,True,SV3,True,SV1; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV2; SV10; SV2; SV3; SV5; SV8,MATCH,0.1667,True,HV10; SV1; SV2; SV3; SV5; SV8,MATCH,0.1667,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000,True,SV2; SV3; SV5; SV8,MATCH,0.2500,True,HV7; SV2; SV3; SV5,MATCH,0.2500
issue_132172149,text,True,HV10; HV6; HV7; SV7,True,HV10; HV6; HV8; SV6; SV7; SV8,MATCH,0.4286,True,HV10; HV6; HV8; SV7; SV8,MATCH,0.5000,True,HV10; HV6; HV9; SV1; SV2; SV6; SV7; SV8,MATCH,0.3333,True,HV10; HV6; SV7; SV8,MATCH,0.6000,True,HV10; HV6; HV7; HV9; SV7; SV8,MATCH,0.6667,True,HV10; HV6; SV1; SV7,MATCH,0.6000
issue_132307181,text,False,,True,HV10; HV9; SV3; SV5,MISMATCH,0.0000,True,HV6; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; HV6; HV9; SV1; SV2; SV3; SV5,MISMATCH,0.0000,True,HV10; HV9; SV2; SV3; SV5,MISMATCH,0.0000,True,HV10; HV6; HV7; HV9; SV2; SV3; SV5,MISMATCH,0.0000,True,HV6; HV9; SV1; SV3; SV5,MISMATCH,0.0000
issue_132831043,text,True,SV4,True,SV2; SV3; SV4; SV8,MATCH,0.2500,True,HV3; SV2; SV5; SV6; SV8,MATCH,0.0000,True,HV6; SV2; SV4; SV8,MATCH,0.2500,True,HV6; SV2; SV3; SV4; SV5,MATCH,0.2000,True,SV2; SV3; SV8,MATCH,0.0000,True,HV1; SV3; SV5; SV8,MATCH,0.0000
issue_134893400,text,True,SV8,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,HV1; HV2; HV6; SV8,MATCH,0.2500,True,HV2; SV6; SV8,MATCH,0.3333,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,HV1; HV2; HV6; SV6; SV8,MATCH,0.2000,True,HV6; SV2; SV6; SV8,MATCH,0.2500
issue_135866152,text,True,SV6; SV7,True,HV6; SV5; SV6; SV7; SV8,MATCH,0.4000,True,HV6; SV6; SV7; SV8,MATCH,0.5000,True,HV6; SV6; SV7; SV8,MATCH,0.5000,True,HV6; HV8; SV7; SV8,MATCH,0.2000,True,HV6; SV7; SV8,MATCH,0.2500,True,HV6; SV5; SV7; SV8,MATCH,0.2000
issue_135872960,text,False,,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV9; SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_137009701,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6,MISMATCH,0.0000,True,HV10; HV9; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5,MISMATCH,0.0000,True,HV10; HV9; SV6,MISMATCH,0.0000,True,SV1; SV2; SV5,MISMATCH,0.0000
issue_137196774,text,False,,True,HV10; HV9; SV1; SV2; SV7,MISMATCH,0.0000,True,HV9; SV1; SV3; SV5; SV7,MISMATCH,0.0000,True,HV10; HV9; SV1; SV2; SV7,MISMATCH,0.0000,True,HV9; SV2; SV3; SV5; SV7,MISMATCH,0.0000,True,HV9; SV1; SV2; SV7,MISMATCH,0.0000,True,HV9; SV1; SV5; SV7,MISMATCH,0.0000
issue_138685502,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_139373282,text,False,,True,HV6; HV7; SV2; SV5; SV8; SV9,MISMATCH,0.0000,True,HV6; HV7; SV2; SV5; SV8,MISMATCH,0.0000,True,HV7; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV7; SV2; SV5; SV8; SV9,MISMATCH,0.0000,True,HV6; HV7; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV5,MISMATCH,0.0000
issue_139382244,text,False,,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV3; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV3; SV5; SV8,MISMATCH,0.0000,True,HV4; SV3; SV5; SV8,MISMATCH,0.0000
issue_140676889,text,False,,False,,MATCH,1.0000,True,HV1; HV5; SV8,MISMATCH,0.0000,True,HV1; SV6; SV8,MISMATCH,0.0000,True,HV1; SV6; SV8,MISMATCH,0.0000,True,HV1; SV10; SV6; SV8,MISMATCH,0.0000,True,HV1; HV5; SV8,MISMATCH,0.0000
issue_141002151,text,False,,True,SV2; SV3; SV8; SV9,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV3; SV8,MISMATCH,0.0000,True,SV2; SV3; SV8; SV9,MISMATCH,0.0000,True,SV2; SV3; SV8,MISMATCH,0.0000,True,SV3; SV8; SV9,MISMATCH,0.0000
issue_14109132,text,False,,True,HV10; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV9; SV2; SV3; SV5,MISMATCH,0.0000,True,HV10; HV9; SV2; SV5; SV8,MISMATCH,0.0000
issue_14237610,text,False,,True,HV2; SV10; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV4; HV6; SV1; SV2; SV3; SV4; SV5; SV8,MISMATCH,0.0000,True,HV10; HV4; HV6; HV9; SV10; SV2; SV3; SV4; SV5; SV8,MISMATCH,0.0000,True,HV4; HV6; SV2; SV3; SV4; SV5; SV8,MISMATCH,0.0000,True,HV9; SV10; SV2; SV3; SV8,MISMATCH,0.0000
issue_143648883,text,False,,True,SV2; SV8; SV9,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV8; SV9,MISMATCH,0.0000,True,SV8; SV9,MISMATCH,0.0000,True,SV2; SV3; SV8; SV9,MISMATCH,0.0000
issue_143842525,text,False,,True,SV2; SV3; SV6; SV8,MISMATCH,0.0000,True,HV1; HV2; SV2; SV8,MISMATCH,0.0000,True,HV1; HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; SV1; SV2; SV8,MISMATCH,0.0000
issue_143949490,text,True,SV8,True,HV1; HV2; SV6; SV8,MATCH,0.2500,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,HV2; SV6; SV8,MATCH,0.3333,True,HV2; SV6; SV8,MATCH,0.3333,True,HV1; HV2; SV6; SV8,MATCH,0.2500,True,HV2; SV1; SV2; SV8,MATCH,0.2500
issue_144778529,text,False,,True,SV2; SV5; SV6; SV7; SV8,MISMATCH,0.0000,True,HV2; HV8; SV2; SV5; SV6; SV7,MISMATCH,0.0000,True,HV6; SV2; SV5; SV6; SV7,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV7,MISMATCH,0.0000,True,HV6; SV2; SV5; SV6; SV7; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV6; SV7,MISMATCH,0.0000
issue_146108559,text,False,,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV9; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV9; SV1; SV10; SV2; SV5,MISMATCH,0.0000
issue_147348099,text,False,,True,HV1; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV10; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV5,MISMATCH,0.0000
issue_148289944,text,False,,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_148321333,text,False,,True,SV2; SV3; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV3; SV8,MISMATCH,0.0000
issue_148744782,text,True,SV7,True,SV2; SV5; SV7; SV8,MATCH,0.2500,True,HV2; HV8; SV5; SV7,MATCH,0.2500,True,HV2; HV8; SV3; SV6; SV7,MATCH,0.2000,True,HV2; SV2; SV3; SV7,MATCH,0.2500,True,SV6; SV7; SV8,MATCH,0.3333,True,HV8; SV3; SV5; SV7,MATCH,0.2500
issue_148985045,text,False,,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_150094920,text,True,SV6; SV8,True,HV6; SV2; SV6; SV8,MATCH,0.5000,True,HV1; HV2; HV6; SV6; SV8,MATCH,0.4000,True,HV2; HV6; SV6; SV8,MATCH,0.5000,True,HV1; HV2; HV6; SV6; SV8,MATCH,0.4000,True,HV6; SV2; SV6; SV8,MATCH,0.5000,True,HV1; HV6; SV2; SV8,MATCH,0.2000
issue_150300660,text,True,HV4; HV9,True,HV4; SV2; SV5; SV8,MATCH,0.2000,True,HV4; HV6; HV8; SV2; SV5,MATCH,0.1667,True,HV1; HV6; HV9; SV1; SV2; SV5; SV8,MATCH,0.1250,True,HV4; HV9; SV2; SV5; SV8,MATCH,0.4000,True,HV9; SV2; SV3; SV5; SV8,MATCH,0.1667,True,HV4; HV6; SV2; SV5; SV8,MATCH,0.1667
issue_150609815,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000
issue_151977459,text,True,HV10,True,SV1; SV10; SV2; SV6; SV8,MATCH,0.0000,True,HV1; HV2; SV1; SV2; SV8,MATCH,0.0000,True,HV10; HV2; HV6; SV1; SV2; SV8,MATCH,0.1667,True,HV2; SV2; SV3; SV8,MATCH,0.0000,True,HV6; SV3; SV6; SV8,MATCH,0.0000,True,HV6; SV1; SV2; SV8,MATCH,0.0000
issue_153743222,text,True,SV6,True,HV6; HV8; SV6; SV7; SV8,MATCH,0.2000,True,HV6; HV8; SV5; SV6,MATCH,0.2500,True,HV8; SV6; SV7; SV8,MATCH,0.2500,True,HV6; HV8; SV6; SV7,MATCH,0.2500,True,HV6; HV8; SV6; SV8,MATCH,0.2500,True,HV6; HV8; SV6; SV7; SV8,MATCH,0.2000
issue_154552949,text,True,HV3; SV8,True,HV10; SV1; SV6; SV8,MATCH,0.2000,True,HV10; SV1; SV6; SV8,MATCH,0.2000,True,HV10; SV1; SV6; SV8,MATCH,0.2000,True,HV10; HV9; SV1; SV6; SV8,MATCH,0.1667,True,HV10; SV1; SV6; SV8,MATCH,0.2000,True,HV10; HV9; SV1; SV8,MATCH,0.2000
issue_15469742,text,True,SV8,True,SV6; SV8; SV9,MATCH,0.3333,True,HV1; HV2; SV6; SV8,MATCH,0.2500,True,HV2; SV6; SV8,MATCH,0.3333,True,HV2; HV6; SV6; SV8,MATCH,0.2500,True,HV4; SV6; SV8,MATCH,0.3333,True,HV4; SV2; SV8,MATCH,0.3333
issue_155726466,text,False,,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_156156903,text,True,HV10,True,HV10; HV6; HV9; SV1; SV8,MATCH,0.2000,True,HV10; HV6; HV9; SV8,MATCH,0.2500,True,HV10; HV6; HV9; SV1,MATCH,0.2500,True,HV10; HV9; SV1; SV8,MATCH,0.2500,True,HV10; HV6; HV9,MATCH,0.3333,True,HV10; HV9; SV1; SV8,MATCH,0.2500
issue_157478677,text,False,,True,HV2; SV2; SV8; SV9,MISMATCH,0.0000,True,HV2; HV4; SV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8; SV9,MISMATCH,0.0000,True,HV2; SV2; SV8; SV9,MISMATCH,0.0000,True,HV4; SV8; SV9,MISMATCH,0.0000,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000
issue_157517930,text,False,,True,SV2; SV3; SV5; SV6,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5,MISMATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV7,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV9; SV2; SV3; SV5,MISMATCH,0.0000
issue_158009216,text,True,HV5,True,HV6; HV7; SV10; SV2; SV5; SV8,MATCH,0.0000,True,HV2; HV6; HV9; SV1; SV2; SV5; SV8,MATCH,0.0000,True,HV10; HV2; HV5; HV6; HV7; SV1; SV2; SV5; SV8,MATCH,0.1111,True,HV6; HV7; SV2; SV3; SV5,MATCH,0.0000,True,HV10; HV6; HV7; HV9; SV2; SV4; SV5,MATCH,0.0000,True,HV6; HV7; HV9; SV2; SV5; SV8,MATCH,0.0000
issue_15803516,text,True,HV6,True,HV2; SV6; SV8,MATCH,0.0000,True,HV2; HV6; SV5; SV8,MATCH,0.2500,True,HV2; HV6; SV5; SV8,MATCH,0.2500,True,HV2; HV6; SV5; SV8,MATCH,0.2500,True,HV6; SV5; SV8,MATCH,0.3333,True,HV6; SV1; SV8,MATCH,0.3333
issue_158530859,text,False,,True,SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,SV2; SV6; SV8,MISMATCH,0.0000,True,SV2; SV6; SV8,MISMATCH,0.0000,True,SV2; SV6; SV8,MISMATCH,0.0000
issue_158551561,text,False,,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_158554270,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_158567984,text,False,,True,HV2; HV3; HV5; SV6; SV8,MISMATCH,0.0000,True,HV2; HV3; HV5; SV1,MISMATCH,0.0000,True,HV1; HV2; HV3; HV4; HV5; HV8; SV1; SV6; SV8,MISMATCH,0.0000,True,HV1; HV3; HV4; HV5; SV8,MISMATCH,0.0000,True,HV1; HV3; HV4; HV5; HV6,MISMATCH,0.0000,True,HV3; HV5; SV1; SV10; SV8,MISMATCH,0.0000
issue_159331137,text,True,HV10; SV8,True,HV10; HV6; HV9; SV6; SV8,MATCH,0.4000,True,HV10; HV6; HV9; SV6; SV8,MATCH,0.4000,True,HV10; HV6; HV9; SV1; SV6; SV8,MATCH,0.3333,True,HV10; HV9; SV6; SV8,MATCH,0.5000,True,HV10; HV9,MATCH,0.3333,True,HV10; HV9; SV2; SV8,MATCH,0.5000
issue_159332697,text,True,SV8,True,HV10; HV9; SV4; SV6; SV8,MATCH,0.2000,True,HV6; HV9; SV4; SV8,MATCH,0.2500,True,HV6; HV9; SV4; SV6; SV8,MATCH,0.2000,True,HV10; HV9; SV4; SV6; SV8,MATCH,0.2000,True,HV10; HV9,MATCH,0.0000,True,HV10; HV9; SV4; SV6,MATCH,0.0000
issue_159552888,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV1; SV1; SV2; SV8,MISMATCH,0.0000
issue_159826537,text,False,,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV2; SV5; SV7; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_160377547,text,False,,True,HV2; HV3; HV4; SV1; SV10; SV8,MISMATCH,0.0000,True,HV1; HV2; HV5; SV10; SV8,MISMATCH,0.0000,True,HV1; HV5; SV1; SV8,MISMATCH,0.0000,True,HV2; HV3; HV4; SV10; SV8,MISMATCH,0.0000,True,HV1; HV3; HV5; SV8,MISMATCH,0.0000,True,HV3; SV1; SV2; SV8,MISMATCH,0.0000
issue_16176668,text,True,SV4,True,HV9; SV2; SV4; SV5; SV8,MATCH,0.2000,True,HV6; HV9; SV2; SV3; SV5; SV6,MATCH,0.0000,True,HV10; HV6; HV9; SV2; SV4; SV5,MATCH,0.1667,True,HV10; HV9; SV2; SV4; SV5,MATCH,0.2000,True,HV6; SV2; SV4,MATCH,0.3333,True,HV10; HV9; SV2; SV4; SV5,MATCH,0.2000
issue_162311760,text,False,,True,SV1; SV2; SV3; SV4; SV8,MISMATCH,0.0000,True,HV2; HV6; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV6; HV9; SV1; SV2; SV3; SV8,MISMATCH,0.0000,True,HV10; HV6; SV2; SV3; SV4,MISMATCH,0.0000,True,HV6; SV10; SV5; SV8,MISMATCH,0.0000,True,HV1; HV6; SV3; SV5; SV8,MISMATCH,0.0000
issue_162512884,text,True,HV9,True,HV10; HV6; HV9; SV1; SV2,MATCH,0.2000,True,HV10; HV9; SV1; SV2,MATCH,0.2500,True,HV10; HV9; SV1; SV2; SV5,MATCH,0.2000,True,HV10; HV9; SV1; SV2,MATCH,0.2500,True,HV10; HV9; SV1,MATCH,0.3333,True,HV10; HV9; SV1; SV2,MATCH,0.2500
issue_16291931,text,False,,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV8,MISMATCH,0.0000
issue_16293344,text,False,,True,SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV8,MISMATCH,0.0000
issue_16411661,text,False,,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_165044671,text,False,,True,HV6; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV5; SV8,MISMATCH,0.0000
issue_165362626,text,True,HV2,True,HV2; SV2; SV3; SV8,MATCH,0.2500,True,HV2; HV5; SV2; SV3; SV8,MATCH,0.2000,True,HV2; SV2; SV3; SV8,MATCH,0.2500,True,HV2; SV2; SV3; SV8,MATCH,0.2500,True,HV2; SV2; SV3; SV8,MATCH,0.2500,True,HV2; SV2; SV3; SV8,MATCH,0.2500
issue_16551358,text,True,SV6,True,HV2; HV9; SV6; SV8,MATCH,0.2500,True,HV2; HV6; HV9; SV2; SV8,MATCH,0.0000,True,HV10; HV2; HV3; HV6; HV9; SV2; SV5; SV6; SV8,MATCH,0.1111,True,HV10; HV6; HV9; SV6; SV8,MATCH,0.2000,True,HV6; HV7; SV5; SV6; SV8,MATCH,0.2000,True,HV3; HV6; SV5; SV8,MATCH,0.0000
issue_165997105,text,True,HV6; HV7,True,HV10; HV6; HV7; SV2; SV6; SV8,MATCH,0.3333,True,HV1; HV2; HV6; HV7; SV6; SV8,MATCH,0.3333,True,HV1; HV7; SV1; SV5; SV6; SV8,MATCH,0.1429,True,HV10; HV2; HV7; SV6; SV8,MATCH,0.1667,True,HV6; HV7; SV6; SV8,MATCH,0.5000,True,HV1; HV7; SV2; SV6; SV8,MATCH,0.1667
issue_166069069,text,True,SV8,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,HV2; HV6; SV2; SV8,MATCH,0.2500,True,HV2; SV1; SV2; SV8,MATCH,0.2500,True,HV2; SV2; SV5; SV8,MATCH,0.2500,True,SV1; SV2; SV8,MATCH,0.3333,True,HV6; SV1; SV2; SV8,MATCH,0.2500
issue_168521847,text,False,,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV5,MISMATCH,0.0000
